#group,false,false,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,
timestamp,values
2014-05-16 0:59,34.101
2014-05-16 1:04,45.219
2014-05-16 1:09,58.719
2014-05-16 1:14,33.112
2014-05-16 1:19,32.33
2014-05-16 1:24,30.633
2014-05-16 1:29,32.38
2014-05-16 1:34,30.828
2014-05-16 1:39,30.884
2014-05-16 1:44,32.05
2014-05-16 1:49,31.049
2014-05-16 1:54,31.998
2014-05-16 1:59,33.648
2014-05-16 2:04,44.816
2014-05-16 2:09,58.171
2014-05-16 2:14,33.128
2014-05-16 2:19,31.989
2014-05-16 2:24,30.499
2014-05-16 2:29,33.049
2014-05-16 2:34,31.014
2014-05-16 2:39,31.005
2014-05-16 2:44,32.166
2014-05-16 2:49,30.67
2014-05-16 2:54,31.165
2014-05-16 2:59,34.263
2014-05-16 3:04,45.717
2014-05-16 3:09,59.282
2014-05-16 3:14,36.161
2014-05-16 3:19,31.788
2014-05-16 3:24,31.16
2014-05-16 3:29,32.499
2014-05-16 3:34,30.231
2014-05-16 3:39,34.622
2014-05-16 3:44,32.614
2014-05-16 3:49,32.725
2014-05-16 3:54,29.788
2014-05-16 3:59,34.714
2014-05-16 4:04,44.646
2014-05-16 4:09,60.118
2014-05-16 4:14,31.389
2014-05-16 4:19,30.827
2014-05-16 4:24,30.829
2014-05-16 4:29,31.995
2014-05-16 4:34,31.718
2014-05-16 4:39,31.115
2014-05-16 4:44,32.624
2014-05-16 4:49,30.654
2014-05-16 4:54,30.364
2014-05-16 4:59,34.007
2014-05-16 5:04,45.495
2014-05-16 5:09,58.451
2014-05-16 5:14,32.531
2014-05-16 5:19,30.836
2014-05-16 5:24,31.181
2014-05-16 5:29,32.551
2014-05-16 5:34,31.381
2014-05-16 5:39,30.394
2014-05-16 5:44,32.649
2014-05-16 5:49,31.498
2014-05-16 5:54,30.499
2014-05-16 5:59,34.074
2014-05-16 6:04,44.901
2014-05-16 6:09,58.834
2014-05-16 6:14,32.61
2014-05-16 6:19,30.718
2014-05-16 6:24,31.837
2014-05-16 6:29,31.373
2014-05-16 6:34,30.734
2014-05-16 6:39,31.269
2014-05-16 6:44,31.902
2014-05-16 6:49,31.338
2014-05-16 6:54,30.696
2014-05-16 6:59,34.028
2014-05-16 7:04,45.12
2014-05-16 7:09,58.885
2014-05-16 7:14,32.332
2014-05-16 7:19,31.169
2014-05-16 7:24,31.277
2014-05-16 7:29,33.163
2014-05-16 7:34,30.336
2014-05-16 7:39,31.001
2014-05-16 7:44,31.705
2014-05-16 7:49,31.282
2014-05-16 7:54,30.651
2014-05-16 7:59,34.833
2014-05-16 8:04,45.002
2014-05-16 8:09,58.169
2014-05-16 8:14,33.161
2014-05-16 8:19,30.321
2014-05-16 8:24,31.005
2014-05-16 8:29,32.335
2014-05-16 8:34,30.117
2014-05-16 8:39,31.219
2014-05-16 8:44,33.106
2014-05-16 8:49,30.171
2014-05-16 8:54,30.551
2014-05-16 8:59,34.023
2014-05-16 9:04,45.051
2014-05-16 9:09,58.616
2014-05-16 9:14,31.992
2014-05-16 9:19,30.503
2014-05-16 9:24,30.65
2014-05-16 9:29,32.669
2014-05-16 9:34,30.833
2014-05-16 9:39,30.993
2014-05-16 9:44,32.511
2014-05-16 9:49,30.833
2014-05-16 9:54,30.785
2014-05-16 9:59,34.196
2014-05-16 10:04,45.833
2014-05-16 10:09,59.117
2014-05-16 10:14,32.162
2014-05-16 10:19,31.093
2014-05-16 10:24,31.124
2014-05-16 10:29,31.936
2014-05-16 10:34,30.552
2014-05-16 10:39,31.45
2014-05-16 10:44,32.679
2014-05-16 10:49,30.89
2014-05-16 10:54,31.829
2014-05-16 10:59,32.673
2014-05-16 11:04,45.333
2014-05-16 11:09,59.322
2014-05-16 11:14,32.775
2014-05-16 11:19,31.536
2014-05-16 11:24,30.62
2014-05-16 11:29,31.836
2014-05-16 11:34,30.552
2014-05-16 11:39,30.881
2014-05-16 11:44,32.169
2014-05-16 11:49,31.235
2014-05-16 11:54,30.359
2014-05-16 11:59,33.856
2014-05-16 12:04,45.156
2014-05-16 12:09,58.773
2014-05-16 12:14,33.061
2014-05-16 12:19,31.439
2014-05-16 12:24,30.89
2014-05-16 12:29,32.154
2014-05-16 12:34,30.945
2014-05-16 12:39,30.719
2014-05-16 12:44,31.612
2014-05-16 12:49,31.17
2014-05-16 12:54,31.993
2014-05-16 12:59,34.182
2014-05-16 13:04,45.499
2014-05-16 13:09,58.834
2014-05-16 13:14,32.664
2014-05-16 13:19,30.621
2014-05-16 13:24,30.843
2014-05-16 13:29,32.448
2014-05-16 13:34,30.438
2014-05-16 13:39,31.487
2014-05-16 13:44,32.493
2014-05-16 13:49,30.835
2014-05-16 13:54,30.654
2014-05-16 13:59,34.634
2014-05-16 14:04,44.874
2014-05-16 14:09,58.903
2014-05-16 14:14,31.675
2014-05-16 14:19,31
2014-05-16 14:24,31.989
2014-05-16 14:29,31.835
2014-05-16 14:34,30.994
2014-05-16 14:39,30.773
2014-05-16 14:44,32.111
2014-05-16 14:49,31.282
2014-05-16 14:54,30.954
2014-05-16 14:59,34.224
2014-05-16 15:04,45.121
2014-05-16 15:09,59.153
2014-05-16 15:14,32.613
2014-05-16 15:19,31.716
2014-05-16 15:24,31.451
2014-05-16 15:29,32.65
2014-05-16 15:34,30.879
2014-05-16 15:39,30.474
2014-05-16 15:44,32.337
2014-05-16 15:49,30.667
2014-05-16 15:54,30.781
2014-05-16 15:59,34.39
2014-05-16 16:04,45.123
2014-05-16 16:09,58.827
2014-05-16 16:14,32.5
2014-05-16 16:19,30.786
2014-05-16 16:24,30.77
2014-05-16 16:29,32.067
2014-05-16 16:34,31.718
2014-05-16 16:39,30.869
2014-05-16 16:44,31.974
2014-05-16 16:49,31.145
2014-05-16 16:54,30.948
2014-05-16 16:59,34.18
2014-05-16 17:04,45.286
2014-05-16 17:09,59.004
2014-05-16 17:14,32.067
2014-05-16 17:19,32
2014-05-16 17:24,31.113
2014-05-16 17:29,32.499
2014-05-16 17:34,30.662
2014-05-16 17:39,30.893
2014-05-16 17:44,32.504
2014-05-16 17:49,30.995
2014-05-16 17:54,30.78
2014-05-16 17:59,34.705
2014-05-16 18:04,44.834
2014-05-16 18:09,66.002
2014-05-16 18:14,33.335
2014-05-16 18:19,30.501
2014-05-16 18:24,30.496
2014-05-16 18:29,32.555
2014-05-16 18:34,30.719
2014-05-16 18:39,31.502
2014-05-16 18:44,32.141
2014-05-16 18:49,30.624
2014-05-16 18:54,31.219
2014-05-16 18:59,33.855
2014-05-16 19:04,45.225
2014-05-16 19:09,59.818
2014-05-16 19:14,31.72
2014-05-16 19:19,31.62
2014-05-16 19:24,31.548
2014-05-16 19:29,32.332
2014-05-16 19:34,30.999
2014-05-16 19:39,30.951
2014-05-16 19:44,32.034
2014-05-16 19:49,31.781
2014-05-16 19:54,31.055
2014-05-16 19:59,33.057
2014-05-16 20:04,45.093
2014-05-16 20:09,58.053
2014-05-16 20:14,33.057
2014-05-16 20:19,31.063
2014-05-16 20:24,30.886
2014-05-16 20:29,32.441
2014-05-16 20:34,30.884
2014-05-16 20:39,30.454
2014-05-16 20:44,31.874
2014-05-16 20:49,31.333
2014-05-16 20:54,30.427
2014-05-16 20:59,34.33
2014-05-16 21:04,46.057
2014-05-16 21:09,65.833
2014-05-16 21:14,72.949
2014-05-16 21:19,100
2014-05-16 21:24,45.384
2014-05-16 21:29,32.642
2014-05-16 21:34,31.332
2014-05-16 21:39,31.172
2014-05-16 21:44,32.279
2014-05-16 21:49,30.669
2014-05-16 21:54,31.263
2014-05-16 21:59,34.221
2014-05-16 22:04,45.775
2014-05-16 22:09,59.168
2014-05-16 22:14,33.492
2014-05-16 22:19,30.502
2014-05-16 22:24,31.425
2014-05-16 22:29,32.657
2014-05-16 22:34,31.225
2014-05-16 22:39,31.786
2014-05-16 22:44,32.056
2014-05-16 22:49,32.282
2014-05-16 22:54,30.056
2014-05-16 22:59,35.496
2014-05-16 23:04,44.617
2014-05-16 23:09,72.385
2014-05-16 23:14,32.137
2014-05-16 23:19,30.835
2014-05-16 23:24,31.223
2014-05-16 23:29,32.496
2014-05-16 23:34,31.174
2014-05-16 23:39,31.115
2014-05-16 23:44,33.384
2014-05-16 23:49,30.658
2014-05-16 23:54,30.453
2014-05-16 23:59,34.128
2014-05-17 0:04,45.108
2014-05-17 0:09,73.109
2014-05-17 0:14,33.815
2014-05-17 0:19,30.169
2014-05-17 0:24,31.924
2014-05-17 0:29,32.05
2014-05-17 0:34,31.104
2014-05-17 0:39,31.053
2014-05-17 0:44,32.96
2014-05-17 0:49,30.674
2014-05-17 0:54,30.385
2014-05-17 0:59,34.218
2014-05-17 1:04,45.617
2014-05-17 1:09,66.45
2014-05-17 1:14,33.434
2014-05-17 1:19,31.382
2014-05-17 1:24,30.947
2014-05-17 1:29,32.934
2014-05-17 1:34,30.726
2014-05-17 1:39,31.166
2014-05-17 1:44,31.884
2014-05-17 1:49,30.673
2014-05-17 1:54,31.439
2014-05-17 1:59,33.881
2014-05-17 2:04,45.172
2014-05-17 2:09,66.387
2014-05-17 2:14,32.839
2014-05-17 2:19,31.618
2014-05-17 2:24,31.169
2014-05-17 2:29,32.223
2014-05-17 2:34,31.123
2014-05-17 2:39,30.833
2014-05-17 2:44,32.062
2014-05-17 2:49,31.083
2014-05-17 2:54,31.005
2014-05-17 2:59,35.663
2014-05-17 3:04,44.873
2014-05-17 3:09,72.555
2014-05-17 3:14,32.403
2014-05-17 3:19,35.268
2014-05-17 3:24,31.107
2014-05-17 3:29,36.559
2014-05-17 3:34,33.166
2014-05-17 3:39,29.836
2014-05-17 3:44,32.498
2014-05-17 3:49,31.165
2014-05-17 3:54,30.67
2014-05-17 3:59,35.307
2014-05-17 4:04,44.382
2014-05-17 4:09,71.724
2014-05-17 4:14,32.482
2014-05-17 4:19,30.95
2014-05-17 4:24,30.786
2014-05-17 4:29,32.161
2014-05-17 4:34,30.872
2014-05-17 4:39,32.314
2014-05-17 4:44,31.007
2014-05-17 4:49,31.115
2014-05-17 4:54,30.871
2014-05-17 4:59,34.277
2014-05-17 5:04,44.833
2014-05-17 5:09,46.451
2014-05-17 5:14,31.72
2014-05-17 5:19,31.499
2014-05-17 5:24,31.12
2014-05-17 5:29,31.975
2014-05-17 5:34,30.765
2014-05-17 5:39,31.131
2014-05-17 5:44,32.831
2014-05-17 5:49,29.96
2014-05-17 5:54,31.166
2014-05-17 5:59,33.552
2014-05-17 6:04,45.274
2014-05-17 6:09,72.587
2014-05-17 6:14,32.741
